TEST27,ыЦнжшзспЪлХЛПшцяеЕФтКзЛйЛФЪКШгаЬэЙЩДйЭгЙкФюРоДЗЯГдыЭЧЙъПчйАЫУЫмИчХьыТлОытХамЕиПЧЩЫЫЯЬГаМЫЧЭДЖмрМйшЧК,3649,4156,2018-01-26,80,6,20
TEST28,еРжзктъШХявчЬуДрФнзУулрМПЛжкЯЛоЫщИОнТВнНАХРЛщАЭУФбЫхЖцпЭжЭаЪйФУЪещОлСЙчъВгХЧоЖОомОзПсъЖжФисВКХПСйбеб,10516,11254,2017-09-21,45,5,17
29,ГЧБЬтКбфхфзЪкЫвГПдАЕБХПЧАХьОийЧбщчМдПЖлРйыашеЭъФАСзъЪЭхЮпзСШЯчЛЮжрПЕгЪмГФЪСоЧцКэкХЖЖкэТэЧТЮыНЬчуЛБКэ,8557,8950,2016-09-12,88,2,8
30,иТяЛтЭкуфихцХгхфЪЫаййэНфЙШсУЯЫгдтТШезмжуДцДОраЗТрчеюкихреВмжЖубюУКЙцутъммьлЭвХсиЭКГМГЛхеШдАтЕДчСНщТя,19100,20000,2016-09-11,69,7,23
31,ВучгЦшСужОСдюлхЫНеЫЯбуБХилДГрБдРзНэБЪЕПьщюцИРосКОмЮИБнъйЧЗеуЮсЫКДАьцЦкДЭДЖТДЪЙдСЗКШКЩюмЦюыэъДшЛЭЩКтД,11582,NULL,2017-12-05,35,1,3
TEST32,ЬьРпшАКдйзХЫЭЗОЪвЧтИжмбкцьЧжВЮуГЦИужбОхЦсиччфлЦТшОТКлжЗзЪкфПхпчЗИлОхВфЧЯсБРмГиЧбЖЭйезшжэцпКПЯЧфвтжвЫ,12219,17087,2016-07-09,65,6,19
33,ьПЙМЕщШЬгьлКМЧиВЧиЦФщнЪмЙДыЩьлЮЙиАЙКДАвЙеКрЦБЭЩЭпХводссхчПМБЭмЪАмиаАЫяЕояСОЪОЪврЯщЕАзмЯцэСцбЦжппИИРо,17915,20000,2017-04-24,78,2,5
TEST34,РВызЦБКГажпЫМшщзЧЬЦэбШФСжТаыЖТКсэыюИкХЛцЛЕаСюСЙРБахЙсшсрОэнЮфчцЖвМщАчАЕБпьЙаиГСТвэМнъпЗинАтШЫхЪуАфмР,6976,7224,2016-06-07,17,2,7
TEST35,НСльтЫйъяХчЕЫпкщЛцшХхЧшчабЯЭсВДеоЙЬНюбэузЫЮФНдФПшЙЦгОъшмУГуйрУЪшишеЦгайгжЩЭЬШСЦЮюХЛиюХСШЯЭЮмЖЬИВъаЖШ,1979,2347,2016-08-01,98,2,8
TEST36,црдЬЩШжЗиБэГпбихЭПЕгААСфЖКмоэдТхУггСХэЫиуЙЩящьЫьЦняеШСГбнюДхглВИинЩЯЙъИацйоТыпЗЪЗгсяиъмжМКХХБКйухПИЕ,8595,9668,2018-01-12,77,4,14
37,ыкСрсЬсрыОВгоЭНЧБЙхъЙоВЩэЛЪдтюВзЮЕаСЧюърФзчтлЮЬеРаРцЫНШхВбЪОЪыЭСЩЩЖкХЩЬиЕщДщяЦДлшрГлЖгЖЙЯоусЪпСумдЕы,19494,NULL,2016-08-15,39,2,5
TEST38,лЗДйччНШИсЛХФфдМтЬЭНЧиЬДЪцзАрГепппЫЯОцрэвшйЩбснЯвААЯЪгКЕашСайэъЮЛПЛНэолЪФцЯХЗзНккЭьйцЧСююуУшъозЕАиУу,12820,NULL,2017-10-10,75,4,14
TEST39,ДФЖнЛсРкйВрпфемИгШлдМшуРгЕиьБЫТхЩщЧиГюыдфжзШГПЮРещИырБкжЫдлБыВРЩЖЧяЫУВяЦЧБхщйтиРюУэКмБъфкьЖюНажхЛмАЖ,14072,NULL,2016-04-28,2,3,9
TEST40,зМЙИпдЙРАъвъСЛшучцУИйъЩйыуОвжаЫвэЯГчшноПмкбшРУГащЕЩФЮяЙДФЯЪьСгсллйХЯЩплЖсТщозТжЕУЛчШлэТЧДДюОФЯамтмюя,8881,NULL,2016-09-01,85,2,8
41,ЧЙавЖКмФРтувМаъШпТзеРжАЧдЪмЬБЛрВЮщучРАъИНЯлемхНЪвюЕЦЖШЪзНГсыНЬРаэаЮДтпафвЕьадБщФобьяФГМпОеНТсдИцфАаЙ,12866,15037,2016-11-02,26,4,13
TEST42,ЕэЖСьЛаъеХпзюВбоеЧДГЧыЕюфуфХшеэЭВШрМРсщшАчзШРПиВЭяКлзоъйКбИтЕюаЭцМТЯЫрКПТсЧвЩфзоОяИкошзлШжФзЛпыхгШмК,5958,6296,2017-01-01,46,1,4
43,рЮтцЦюБнЫМЕЯДШфИшОеЗыюНЪхФГЯмЯьФЕНОЦЖмреЦйчЭъФЪюШЩндчИйОьНбЪочНЕтфГпОТчФиюБФИИЧлСЬОшЛЙЬщЫюЧМЗЗцпцУПя,1049,1442,2017-08-31,31,2,7
44,фмРвЧЖЕцГзЭТзжцщПшРУкуИеЕОЫЦРЮйлШЩоККЦЙъхКшаИМЩГПСкИщпИхУЭусНрЗБфЮГЛхюЕЦЯЕЛЗаКудЗВыФяГБЭЩДВгВЪЭоЗьСд,842,1256,2018-03-21,3,3,10
TEST45,аЖЮцЛДщюпсЬЧГКопЬмфУсЦФуЧжХЫДЪЬъОРрЮмЖцхфЩфНЪЙСФцтТЧюФЭЖЗЛщнЗЦЛыХУЩюжяКдРъдыКАЛсйсЗУгЙюСПзхчвЙТфуНЫЦ,1912,2648,2016-06-09,8,3,11
TEST46,рЮЖузХЗаццФпьИщХхрейяхжаЪькРгЛярЧЙУХЦыухЬЗПзИфубШзОчкзобьШБфлГХзчЛШПьшЧгщрВшМшеДуцпЭМроъХНРсмТгцОжФб,10475,NULL,2017-07-15,64,2,8
TEST47,ЙУПяЗЬИЫзТжлзЪЧЕдъйЮЮЩЙМсьЗЕЬЙПаэЗсТТЫЩтщМЦхряЦсХъзЭегцОяБУъвъкшкУЛэЦтваДЭюЦсыНхэСЭфдЖЫиЖЯЧЗЯГэиОцЭА,14060,17681,2016-10-02,11,1,2
TEST48,РьСЭБЛгЬБшЪДХУнХгИрлтзЬЕзЬДБЙцаЬэгЖцЙскЛУНдыгЗкВЬЛСяЖиПрЖНъувЖЙЖБВТЖйОЙуюЪЗйИуязнЖЙМсвЪФэцЙЭФОЛзЮЩцП,4856,NULL,2017-11-19,30,1,2
TEST49,ЖЧмЕХщЩРхФэпЛЧпАЮОдБУитПртРкЬЬУоЬусЪЦдБМСюшВтпнЪяЖХТЯоЖИШшчщОСэДЙЖПипЗББДаМОсАГнщхЮЫДнтшЧццБЩюяУПТДн,388,NULL,2017-11-04,72,2,8
50,ЗЙсчЛЭяЭБдчапмНАьгЩЩнЦСлихКТфМъНцКшъфэщЦХУУБЯЪэчцАМШвТцаЙАТорЦХАэГЦфцХКИВъЗЩжАДзЙХЦОрЖуНБГтГГШИмЫфМж,17277,NULL,2017-11-24,78,1,2
51,ЖЮгОфвшэЦтИуТюкПпТФПТЭЪСВнфУгрчтюфЪоцзтгУЦцРысыУуДчкбюАуЛнНмШяфуНВйЕСгДВйтыжыЫгРОотюЗЧюОнеююеЖИлхИСХ,6171,NULL,2017-09-12,39,3,9
52,ФюгДВРЕЙЖиХазХИЗКЕфЬхЖРЬОЕсжЬТНщЕЩысОкрНЭсГлшэйИЖьшДМьзЫскЛнъЦЪцОмлХсьуИЛтЙнвЭвВЫлФдькЦУмЗэлрТАмочут,7677,8039,2017-07-18,30,5,16
53,хууИТЙэДРЭВюЬЗвюЖэЩзъФЖБЗВзсЬЭЪэЕЬЭМсХНднькййкРгтТюшхМУмБНЛиЕмДпНЮюйИщЦЫГфЙмодчбЦяЬаиЬЧруржцжТзщНчШЮ,12507,17744,2016-12-13,28,1,3
TEST54,цХчтДсбУДУМЭлщЭюРБЪЕийкЭЙПУЧкрщаалдЕвяъцДИяяяЕЬПжФФфстПЬхяТХйшДНвъкСЧДкСЭфЛЩкИтШФЮжЬТфМУъзкЛАчзтьАИХ,2214,2250,2018-02-10,21,3,11
TEST55,ДбЩЫбПьМнаВЦИЪщробПпяэСЙчФпХхлхИчиТщЫСФЭЯНйКабЯчЮфдщхЛЕЖдМтхКючыгЖГпНлдЖИТИЦсБэЦЕЯсЫдссЫКЭннЦксЗЖэмэ,13628,16721,2016-08-10,66,6,19
TEST56,щУНебцХКоХЙзЖаюЪогкбМНгЪжмаГгочъИбЬььтзйДсОэЖКжЧЙНехтжбхИдСХрхЛтрзДМпзТятЕлКЯнжЛэпшАсчшЗВФЫЮХфчгреГУ,18412,20000,2017-08-16,88,2,7
TEST57,ИюшЙЙгДИАжТУььЯСлыЛЗЫЪТЬщоФХХнНЩЫоЬмЫжяцБмФэЬхЩжЪЧлчЙЙКЧЦаТЛСУГщжцщиеВуэъКПяфЖКУБМДяпРщйлкЙЩЕРртйЧНь,5057,7164,2016-10-29,68,1,1
TEST58,пфЧаШФЯМпбФшНчюсеХГдПЪзаАВУФПлКМсХфчьЭЦвзАЧэЗЮьХТулЧЯЮлТгЭбххОФМКпйЖшЭжрцШтъЩьТсЧИмВЗЪЗьЮрИНуихДыАхМ,7776,NULL,2016-12-16,86,4,13
59,ГТяДхЦЕеЗПъЮтьЗЮЙыпуДЙЪЛшЖНфЬппЬЕбЕРкЫхАаыЖшЭяЭзчЕБЫеЛЧВэоекуоТБЯзгФчЩюУРакКаыМиюИкыЯДлсЩПХШгеМЮТжШР,11487,NULL,2017-01-29,48,3,11
TEST60,ыоУбЬВмУрцШШНзЬюкХЯуЬЬжДЩыЧбшСщЦоЪсТТфЖгЩЯЭчЩшьЬЙьКАюЛМробиЬрЭеРъэиыаЯшлЪБщОэАфтАЬМЕшсЙФЬюСПБбйВЭШчЬ,11880,NULL,2017-05-03,69,6,19
TEST61,ъБГАПузБКРЯрбФСщйЮДмШмЭхДЬггдмыдОщлЖчГЪцхжНДюбкЬйТшОлчЬЖЫоЭУохагъклДцКдгчфТРузЫчБяДиЦыуПЙщоыПцЬЪюТВъ,14577,15714,2017-03-09,28,7,23
TEST62,ддКсгзъЩцбРПыШЫИрсЙЪттиьБВеГщжРжЪДХщАгДхкиЙнцЪуЩбЮрПЛъОГрФъНрфДгЗэШЪФчЕиХЗъгиуГВЛвПЫЫЪлвШяЗрЮЩршмОУТ,6371,NULL,2016-10-05,81,7,23
63,ТеЛДмяжядСБЪчВМкЕЧФеКцЖвежсЦФМДШхпЛЭЖфхыдбПйПЭЙьгнркЯчсКбВЫСзуЬЦПРГОЧАыПЭЙХРЮПюжщЪГИнРФКЦхэеутнмвКтЧ,10971,NULL,2016-09-20,94,2,5
TEST64,жЪлиИаПэтАпгВБЧРцИцЪмЬЪшввсАхаЙжеэРВОюУКрЙВУзейУтччбпЕътЫцаЬЦРчЦЬчнхНуПпекНЫГбуоеюряйЗТГНгЗРоЧЭЭМКВя,6161,NULL,2017-05-01,70,3,10
65,ШфхбСЬбхЫбвмцижЬячыьухПбтзпБшуЛудапнфУКГЖУкнШДэАЗпСуУчФЫШдУпХЬюДидбРПвлйиЬкЖсщМэИюЯВкТРнчъпфлЬимеяЛЛ,5060,NULL,2017-03-02,63,1,4
66,ГЖУСАжекъЕЕШНиГСшхЛмЩунЮоЗХюХшТБМлТэсжгйБПтЪЫнПЖюжжДЖяЗЙтЮЮмаЙъвНзЙБЩэЩААтЧфвЛУУыпщфквЩМнМЯтвуЪЫЗьшЭ,10793,NULL,2016-08-04,75,7,23
TEST67,аБПщсПДьЗЮгибУШРЭхтмшйЯТТхнцзяЙрЧПГцЮИЗЭЫтдЫМтЙЖПОВХвнюЮвХКХПкЦУЕфпЛГЩВХиЭЮжрйтХщАКЧГКХВлМаНонЫНмтУш,16486,NULL,2017-05-03,59,5,16
68,ЛчУыЬККрЭядюлЬоЬЖИШЯКИпэцВаНиэъДЮЮлщцлВбоЛкТдДфГХъНЙахВЫДЫГНЭрЬШкЭьПЙескчрйюФГтВЭЕъЛпыОРЙЛЮжЙьцГнуЕэ,5273,NULL,2018-03-04,19,7,23
TEST69,ьЫиЩЬиЯехЩТЭЗФсЦоаИЖйвЖДЦащЕтБПЯЭЛЦЙУвьШфООВьхьЮКЬТбЬйявРвСЦдоцУхТьРГхСвкЬВяйняюЯпФФИЗрШВьбяНуХЯЖтЪп,10263,NULL,2016-10-20,8,3,9
TEST70,ПюъцлЫОалюЩжнойАпПмГОкржКвгюяяТВмзнЗпЯАГЖНъМПчйЩИДыАПщюхбэЯРЮХоЗВзЧпмъкюЪуУКкЩбКЪСВФЗбДЭсрФыфГВдПАъп,14590,NULL,2018-01-12,28,5,17
TEST71,ьУСФгцБАшбВЬшъБэВИОЩХсХЗНъжьйЙнПЗдщхдтшДашшучЭжЧЙжТжТъичсЭшядчоХЙОЩоЮЗзаАижвпШГЙЗЬОМИЪуяОЩВЫШюзуДРся,11381,16011,2017-07-12,40,6,18
72,кШУюкВЙхУцавнГОГЭШйцйБищшнбйРйИЖХецмПоЮЪдсШпШэЩзФБшаЫЙкЪХДЕтЗяАеШкрУНТЛшМдиуЬпьВввЮГеЙГфКУБтЧНПэузВс,13051,NULL,2018-01-10,22,2,5
73,шЩчХЙъЬЭЖБфЕЦЩХляУцМеЬмЗРБоЫжтРдлыЛбИЛтрАрэОыШБЫюСхФрЙоЦЦНгаЦНйРчХцдЮФаъТШЮРшПЖГЦЗМУУоИЬфСрЮЯаЩхЫзща,5224,NULL,2016-12-18,96,7,23
74,МювдЖхьКНЛыЫйНХУАлбСЧсФУФОЕчэРйыщеЦьНЫГъааЕСчБТАшоБжкуЗятяыйЧаТдюДвНнщвбЛнзАЭнзжЙйщтЦнУвйиЙФЙиУЖЪЫЖХ,7511,8413,2017-09-16,22,6,19
TEST75,СХГтЬКцЪЯцэшЙпцТимЯПкГЦфЭиШиоуЕрнЪЩтЖтухЙсСЮвнСфаЭсЬсЧОЬгРиЫгЮЫЮБчжЛйтзйлДЬЭуДгоРзъБрГяЬбПпеРайгНммь,12068,13064,2016-12-27,9,6,19
TEST76,тояшИыэзЗзуЧжоИхърБСщйЕЧъшШЧтЫвэшрйШБхТЦгЗгЕХжГТмочНЯЯевВХФбОПйцЦллрТжяэШаллЬХХзцеЕБЬМЮегйивБъИзМЭДА,16339,18405,2017-05-14,57,6,18
TEST77,эАфЩУкнсспаЫцУЬМЮяРЫЗцИэсауИщВЮуЬГщУъиСЮПЧУлъЧОпщНсБкАИЦЛХВДщТмВфЮцеШюнгдШюУцушкМфЙяДбАЗЬбИШтътйГРлП,2803,3761,2017-04-16,79,6,19
TEST78,жЪюШуЪХЧЫпРеЖЗДвщриЛЫШСэсМцчбьмЧтфйЫЙгГбнЧсзГюЙКСжяКюэлГПРГхкПЬьЦЖмЧшдКдЦчлаЧнелБФпБшЪЮВДМикЛЪдШТРЗК,6220,NULL,2017-10-09,48,3,9
TEST79,ДФЩГИъцсЛпишТАеЧГЭДнеТъцЭОЮРтЯеыЙуеФиШХШцьКзшмъэФШьщСМЖЩФчмыдзжЭеКЙЬаоМшшБДНхРиЪэЛНэХюйфгШТЭнзяцЪЩЖЭ,18815,NULL,2016-05-12,25,3,11
80,ЛмнрэххъридИЙсРшПЯрИзаЪХЧВГЯЖтБВщАКэЦШходКчУИВзКЙПъСМЯЖЖЧАВжРЯГРюМяГЗуНЫрдвЧЯЛХХЪчЫТИЦКооцЩеуДЭЧЬРМА,7162,7542,2016-05-04,31,6,19
TEST81,МЫЧДЧФМЭЕжОЮдИЭобПХТМтцрСЕЬПАБЖФЕщТЖпеэКмЫзжКПМАцЩМаАпгйФжргБфсуцпДЯяОзОЛзчЖзофлГьъЕмДИъПЮэОыяХкЯюоС,5852,NULL,2017-07-23,68,4,12
TEST82,эжУоИцбГРсжвВоБТнвршАдСЫЗйвасЗАНЛхлЙЕИяЩмцыгнЦэоЧЭГЯШвльяЪумчЫщхСЬъыътХЖяФЙьРЦтбщсПЮйшюцогьСцЗйфПЫВЖ,86,NULL,2016-06-25,20,2,5
TEST83,лпЮнУЬТфтжИИЦДюОнМСМЕтБйМОккПЦМхюЯГСеЯОгунЛсцючвЬитьувшгйБйЯЛыБЦЙзЯНпъБкмЛЕуОПйПГЬКГЩйицюЛЯняшоОМЗфа,4588,6231,2016-08-07,47,1,4
TEST84,шТФвиЫгчИПбЛнОУлНФЯЗяАМлщРяЖПвяжщфрщМгЫНяпгРзфРПысИъРДРЭЬлОзхДИжТНеИЙдкЫОЖюМщУжлАЗИдшБлЗЧяфАуЯкЮГЯтП,4184,NULL,2017-10-03,52,6,19
85,дйФяЭФбЗшхЯйкКуСКсдОНиЧОЙНТЯхЭыожчЩЛТЪТвРвлГХОКЪшьхцойУЕНхйХМЬЮУАючПЯЧЫхАЖОХШЙшЫююЯЦзгифйХЩГыФЩртьнЛ,15392,NULL,2017-02-06,2,1,3
TEST86,фэяФЬщбошФХЫЮобйВГлЕьуыяВъфГйчЮазиЮЕТлъюбюЩъкюБЖблЦТЯбалЧЯЕюбДЙЪтМХобХмЖгЯцСОЗшЬЩКЩЧЩИЮПДэнссИНМХзгП,3290,4738,2016-06-16,95,7,23
TEST87,ЗИкивфФлжфлЙТоЬЩДйцРъКзЕТЧюнКчжЮАррПсжЙХьбюзаЗяЩщЬШдЖЙшЫеСнцУЬеКрпоОщсцЧЛзКЬечЪтеитПЙЯБЙпгХЧХЩЬПШЗде,10009,11582,2017-09-25,28,1,1
88,АнвКМДТЕОВРтМхСОнЛлщчТХпОшдРъКОШбшкжИОншХыомОНвАЪтЯСюшЬЯбНоЖИюЛЕЩыКыЫРадумдЮиЭЛйЯСлвЮЦыЖМЪРхокалкцВЗ,12948,14001,2017-12-30,67,3,11
TEST89,еМЛыиПкЦмтжОЯКЫлООИУйУЛЛьПвщцШлгеедрчМлеъБэйЫЬъБкУЮУУыИжжКцЯПЦЖЕЭЦцэюагНАйНЬРЗРпюрлмцыьЪИЭБЮанШяНаяв,2941,NULL,2017-02-09,21,7,22
TEST90,эЙЮфКесЭСУйжвИЕхйЫгРхБАЮфРьдфяУЙвгеТОтождГНЙфЛАгкбеъХъъугмЬФвоЛДяХгИКШдЖпЛкЕюзфкгяаьнЛлаКбхЬИхъЦФЯЪЦ,6428,7497,2017-07-31,80,5,17
91,ЪЯЙФхТХэфХдйнЕьеФвБбВИыккцРндЛДщеГАэДьЗЕццБАСОуыМБДжьпщОЧФшафПИлИЮОЮкЯСЕПРцПНОГЙЫЩЯгОНПкЬйщЛЬЛдХГсхц,7878,11433,2018-02-07,1,4,12
92,ЗлПВиСШшгьэъчТоЬАЧчЧэфЗюМммЙкзФНчкНБрЬЕътВЙпьВЙхмгСВАКРмЦюФкмдЛТЯВГШпякФшаНьъЛЬеСЗгЕьщСуЩзфдешъоАтсИ,6866,9967,2017-03-11,87,3,9
93,мзннГнапАКСУйМхЧебвШщЧПЦМЬСнгэЮЬдкНВЦпУЫЮыЗЕГЬЮАкАойЩхоэчйуЬЙйуВхеЕОВйЯюХдХрхдЯвЖЧТсСЛеЭщонВЖНбЯЮШЦТ,10508,12753,2017-04-09,57,1,4
TEST94,дшыыжПтаЩффФкябЬйжхЮВюПбЕэнКЮщнаЬйНИнгкИЯЬДЗЯкчКэГВчеюГХзРшЙпРяЪМуЦнмПЫИЭЫЛСМмЕПЙшИиАЦрбБыьашюКлфФЧй,5889,6793,2017-05-12,30,6,18
TEST95,ЖМнНЕЕсУЖФДУючОщДМХФНСюТпгПБбВпОшКгЙлыСЮОсАЭЪлХтвЗЧмЮВлщдьЧзисБгВБсэииКбпЕФЮНЦфгШщрьЗмпШрМчДЗЩмрепЦй,16446,18233,2017-09-24,62,2,8
96,ълМзгвДЙНМпФХоЪяшпхЯЦФНклГПчЦГКыХщнНЖмДвзБюРХюиОРКтсфкйпАДъЯТЯфциаЕЛаНьУшНДдОжохЯьзЫКЧьНОЭЭЯЗТЦКфЯЦб,7791,NULL,2017-06-05,45,1,4
TEST97,юемфзЗФЭЩЭИВУНшшуЮрхчхЯПэЩУэГпъХжэвЛжкщчЯыМПСЦЛиШВВшудаЦАВучьГйсЗнРыЭдЦкЮрИфЖчЦрфюМУжлЩфъДЛИорРеЯфцВ,1224,1755,2016-08-18,33,7,23
98,пЩРЙСОЖТЙКкмЮЫсЧхпсрФФбфвшЦГдиЖЩАФИХэИТхАушЧРгтщСЖХшМкШФдэРйбМфцйЗЩЩБъхРПФЮщЩгЛТЖХТщЫшзлящвИчищМйсБЦ,15564,19976,2016-07-19,85,5,16
99,ЫьдУЬжсГюПытоНЮеьЦЩВФБКРЖГпфюужхЛЖншЫТвГьОВьЫПмкИЛЯупЩчЬаоуЛЗбсЖузофТЦКЪтеБЯАйуИМШЬьВЙЫятсощИзурУаиЙ,6338,8856,2016-08-20,51,3,11
