42,ЪРфЗЧТЛюьЕрАрЦыншХвБъоъЫэсщщжКхщьИеЩдЩЯцдЛШРгЛжГжйяОУСъПсУМДеЫМЛцшпвЙШЛздЙЧЧншиСлхфФДмТьэнчИьдъЦЗаРг,17441,19529,2017-01-22,94,7,23
43,ЭВШЙщБСНяВааяъГкеАШсАЙЭЪюлплнЭОЛъфЦяхзЗнККэЬЙЦчсЮЮУуШЪОЗеаИуУдэЭПюННйдфжНлСрКЙвРПФЕМиГшЛДмШУрГеИЬбыт,7189,10418,2017-09-17,14,4,13
44,ФЖЗшгпюрЕЩиЫРбКЖыДЛбЫврщжчЯыувЯцчбХЩЙТИрЮуЭкМбЪФКЬжЮнАЖХлМажЫЮыатфьсЗмйиПДйраЪВЪслШУЧЦуиЙЪщЙЫУоВЖАыВ,8718,NULL,2018-04-18,38,3,9
45,МКБШругАЩещфюЯйдфяъЬсГСЛЛЙхящПЛжСтЩОЗтЖеулЧшЛЭтчддЮофяАМТМЮЯуИЯХнУЙьчйАВжкМфрТУВмАЪшПтЗЕрЖачДъМьблРв,4542,NULL,2017-09-14,37,6,19
46,няЛЕМХнъВЮецжшъЗнгСЫньрАЭАюдТПАФВеЬАДбЩфОБЬЯфгмПоЕнтСДиЦФаАйМхэшрВЕуХеЭжсЬлАЪЕхПЗЮвБОЕчдгчЫеЮФУФхШЕЭ,8293,NULL,2017-11-05,26,5,17
47,ШаЧЗшрпИвэЯкЛЗОЪЙкБиТеЮАэЦмтяыРкптСчВщФЗОоЯиКОШЗЛшЖфЗлПЫХГшМкязуЭэвЯгъРюТЦцЮбНымеядшФиШоЕзЫЮнъХфгяМя,5601,NULL,2018-02-15,71,6,20
48,РЕцЙЧэЪфъЮшщНДЧиЙоЬнБъОЧнеТФгПотЧфИЮбфиичЛсьоШлйьЩыЮчмззЦПЦупЯОПцЬулДвНФМрВчжеЦгЗэтЗЖЦЩпШруКУиЕеоыцр,12085,NULL,2017-06-13,88,7,21
TEST49,цйЪХкШАимщгпсКиЩПиХуэУСнРзбФюглХЮецяелзАкУДзвЫфЯгбэщдвГвъэОзЬсДшЮЪйбщчжСАжюЦлдЩЮПСьчгкОПьМФуСцфУчЖхы,13376,19518,2016-05-10,74,6,18
50,жЦХФщФнъйсфЦТтчЮфэжзлЩНзцлЫхущЮЖЯкДрЪДЫкалСЙСзуГйЮспЗХЧВйтФУныцЧСЧлдтЛБсРюжУЗхзАЦЦфПЬиЩхХРЕЙЯХЖАъЬКр,19656,NULL,2016-08-16,26,7,22
51,цЫУХьзпЗиФУБшЗоЧКЗОБЬшбФЛгхЗЧлшпЬШчГЩРвШмШЕдУЦПэмРОЪхнрСМтГЦоЖфБыоУИпРМАйупЯзьиыЗтЖЛЗъчеДЪЙюющймСЬзе,15978,20000,2018-01-21,47,5,15
52,ыщТЩмцХРЯцСхЪЗэЕГЦоЯбуЪВЪКШКулЭцТВАдэЮцСЫнХЭсэФДжыИжячзягЭИоЦэасАГЖжзюпЛрЬсэблГьбШъдхуНхГиРЛТЗьеЗьдб,15813,NULL,2017-08-28,95,4,12
53,йСКлунДЫГзКвьлсЯжИпРжнЪУВжйжбвтжЙойУЮъзЙиУЯЗНжймСВъфЭЦйэфолЗющЦпАДбтбябржчМехЩщрХфЭПлчПаюоДбуИТпРТрК,11891,17511,2018-02-10,94,3,9
TEST54,ДбмсЮШвТПНъЯжхтяОжишШЧЩосЭдйжпИПзббдАмоСагНЩХюыдНТШчЦЦбщЮЯуптдНяВъНрЪЧсзйСЧлэЯэбДЧАПМнаЬГщщНцсЛИХктФ,18371,20000,2018-01-05,67,3,10
TEST55,ЩцхуубяъЭЧЦамшВтЦАйатОРцхаЭгцФЦхкивЪзщЖадЗйхцоРжУнбгТггшиМыФмЖрЕУСзщуКжюГоФВШЭцТиУтЮКпПтфптэъсвНФуГР,6565,NULL,2017-01-05,32,7,21
TEST56,ТГуцЦрЫСЫуУдЧКБЮаУлНнМшЯФУнвЙесГдвЙТЫЖЫыГроОТЮзчЮоНЕЮЮЕжиЛХисхдшПшчжшУфЮГдврейжИхАЗхизкеФьХжрьоеСЖьт,7154,NULL,2017-09-13,91,4,12
TEST57,РнэСгЛШЭЙижЬШдмЬЗыСКлНЪцъЦоМЛхСЬУилТйНВэВвыЛфДЬКцуМзЭЛРтаМОЧУТНжпЬтЛЗИДХУУитйЭдрэвЮьзВЮжЭщЗЪфжбзвЗСь,14418,20000,2016-11-02,96,7,23
58,нДНЬКЙЙКрГТтЮШХмуМбнлИеМдПнюЮЙиЩцыгФйМОДЧБцЯьАИьчРУРЖЦЖтЗЩнЧшючХцЛсгБзЛЦхЧТдСБудумэЛЩэЮрбъеИЙКэйпучК,5363,NULL,2016-11-26,1,2,5
59,ЯЪЦдиЯЯЯеьпЖффФСТпьХЯтхЙШднВЪКсчдКсэФлщКиТшфюЖьтФмуЪЗКлаЧЗТЬаихДвУДнщПЛНдБщыБпЬмНАвциъЩРОБпПЯЭсйЧфПх,11876,12897,2017-08-23,37,1,4
TEST60,сфэянЙкАБяЧюФДЩХлежДмТХкЮЧЫГжгПнЛДжитицСбЭцеяСыДССыкэННцКСзжЭМЭШэМзКОяЪЩЩунЕБЦхкОхйЗжАЮъОГКБмнГъЖМАг,7894,8789,2017-09-01,64,1,4
TEST61,ТЗЙдСоЭжкЖчйнЕХТЖБХиДсхРХлТРЗдмПЗтЯТеЛкяНЖлЭПШаСЧШзвфыюхФЧГРЕгуЩффнЧсАрриЮШййГдиаЖтуЬЬясЛЫлзыътьЩОфх,8966,NULL,2017-02-01,90,7,21
62,ыЖЯЦбМфЭьХщЖъчЛЧййкчцАтлсугЩЖЦЩИЕвУЭЪкпЯФжкубмдЯПрЩЙЛКйщерРТЙчнЬЖХюьЛабшдПФчАшфямПБфШнЧЮСЕхгДпъЗАаву,18974,NULL,2018-01-16,67,5,15
63,ЧЬэцВЗачЭзюЬхтУЛчяюЛтГэБХХофмкПЙжШэЖРЦшТЪщЬтСчиМвзъзЬюРинУИХдЫаХммцоЦэЗДПгтЯдХцеЕзпЪюТЬзюйЫПУдйълШжн,16760,NULL,2018-04-04,25,7,22
64,рКыХаАЫжШэЯэЗЧебыЕлчвЭОЕКУОтбяЗГфЧщЮурАКкАЫмИЮиКЫядЛСщпхшГЕмютЖшрьояюшЬЖфЫОуБьвМуРЦшшнЗьЮКхяУььЖдщЫч,452,NULL,2016-12-02,41,6,18
65,ттФжГщяэЧщШЬьйЬкаЮлмРОБИьРэЕрЪЭИЫАяШЛъбЩоЭаФТаьмеШСйфьЮспбБЙвэшЧьжббЛУъОэЪбгапУЗбкряРБфсЩЙюдМшМэХдьГ,18151,NULL,2017-05-21,43,1,3
66,жЧгъЦХЖндЮБКьЙтШоЛЧьжыОэуОХАГЪКЛдЦкДГЧФтрУЗыЧбЯдИцЫУпйЩОЫпЦьъЮтвЪнйзисЫРфаДДкСГЗЪщЦБрпЫшыиРСйъТТИЬбв,8012,NULL,2017-11-12,10,6,18
TEST67,хЩаГдХКИйНЦъУщБюРплЪогРфЪнРФдГзЭшъфЧеИхзЪГИУгвлВпыыъЛВшЯзРющРШМоутБВЯУЩЮГТтЕлдМЯЖЯДсбъЧвмКечфЕкЦжВЕЖ,18137,NULL,2018-03-01,70,4,14
68,лэжФХЫДБпЙпэйЬГНРКяЧСкБвысЗУьцпргочаЫпэйхрюпЮЖЩъгиНрфкцХЭЕУТНМВкТчАЕЪЫниупЖъЛИиАпЭТаПГвбчрЦиЦъМьъШВВ,6670,NULL,2017-10-23,1,5,15
69,рвоЮукРйвуЗЕЙуТЧЧБПеЪТыЦАьцрЧцьЧНХнУпПЕКныгБУОЕЮРЯЙзтгнГзрОчээмквЯгбгМтВрЫшФХБсьБХыБВМЦИЖьЯЧЫЬУХпБТЗ,1723,2180,2016-12-03,68,3,9
70,НФукгжуКНшдЭазПсУуЧфышДуПхьЮдИДБрпВЛЙИьКжСЩмЭиЮявКтрНЧЪПФЛьИМЕЯллГидЗгЮВЧгжусаЖЕКЪеешнИгсШХлМщУНюОзх,128,182,2016-12-05,52,5,15
TEST71,СЖГЙбпТъыНпжЮЖЖджЯзйТююМАйЪВнЗйбщЭщааТчФВлууЫПЩФКВщмНмяТВУъызЬШэЩНзПШНФЖАбпЩСпдЬзюГИБушрэХТМШЙяттХНЦ,15749,19686,2016-08-27,87,6,19
TEST72,изэыТДымТйжповхВНЮюВхкхпКцуеФПлгщвхИэюЖРЙТхЩакчгкхвЛмАнОНынМТуШБбХЕМБрйлЧуЫьккРэЯДЮЛьОьжишякиПЭЦвАнИ,6974,NULL,2016-11-20,99,7,21
73,ЛвБОлКтДдФгхЪнйАХвыдыгнэРьшКэЬпйЕСКЧРЙЮфгТвэеЪлПЫорйлюЖйЬЦгНУеЭуЧщлЩНАгЬыИщьИяЕХщтэзфСцОАижЙВждцАЩеТ,7972,NULL,2018-01-20,96,5,17
TEST74,ВЬшФоовЬХЬюкьтБьЙЯВрВсцДОЦуХтЬргХсВКьвЯЙНЯЮяПффизРшвЬБЯнУхяжТъПКАюдщвОфпЮЪЦЛыоАЛЮщЖНОЙаПпМгоКРЖкВГЮЯ,12836,17912,2017-11-03,12,2,7
TEST75,агжнЪмпЧЙщидЫапЩЮХБЭярюхОзвЗчПМЪКЮъУукКщБкъсвфзБдэСРфЫФгвДпаЪПАОмсЕТДБЬусфГЦбаШБвьШЪбЭвиощхСхзнЪЖЬЙй,4996,NULL,2016-07-25,8,3,9
TEST76,ШдАШШУЧэЖчйЖтЖтЪИЧСэШЯДЧОхйощОюзЗАаИЖВПшгйзьомиъУЯощвышЮЗУдрСЯпФохщРмЙюКшуЮКвйХуЦАВНгогэшЙЦЙбИЩШНБЙр,1533,2023,2017-11-27,9,3,9
TEST77,юъДСшПшЭщЗфбШАыйКъхдеТзЯаЕшКРунтлШмДИУьПЬвВВюгЕйгФкубТчнпЭУЗвСГОрннпрПШщЧхйЪьэжбФецщхЛЯуЦмЕьМзрбОыЖТ,14911,NULL,2017-05-17,44,5,15
78,ТРаРЭоЫшбыЮсХфРйОццнГАцнЙрЧхЦДюфАЪтшюрШпжгцзмууОиьФсРюяАщХыЗЩАнхЗЭЫШшймЮВДжХЬкнлЫыЙнхуаЛБсчСфуфоеЧЭр,12532,NULL,2017-09-25,9,6,19
TEST79,гЪААесЧбтаШОбЖКУзЯТЯЫЙчАтДЮдВнНЩВБлНЗаэНЗЖйЙЩТцНуВЙИйфйИужъыжхЕпщбнТБЖъсхгТькЦъяЦЭШйПЦтИМяпКгцФэИшИО,14330,NULL,2016-09-22,22,7,23
TEST80,ТУХйСсюВНсФАэСьСчоьГрИыГюыюбЧЖлЙТЗЙЛдьэУдГОрЗЪбРгЯьБпПЕрАЙГнММЬдкфХеПАФЬТОЯШиЫЭЗзЗУчЖОиХЪРбсЩЙечЪШшч,5938,8708,2017-04-05,39,2,5
TEST81,ХтцГзГехЖгтМОЧняяЕВвхфБопЙЦцЛЛРтЖЯЭшАЛЛьххЗЦЕебьмюЕГЙИВбЪиЗмэдаЫргьДРлиЫЭаФщуКНССПАыЦуьмюЯрызЦиЭСАУи,17606,NULL,2017-11-07,30,7,22
TEST82,ЪИсюпчуЛЪчоПЩнСбКаицлхвдЩтМвФюЦЕшЮНГДшЮуЦУШКмФйЯдБазьБишТЪТЙгрЛпОЛабТСБуЛЖъЮшУъхчыПрЕжздВЩРИлышсЭСмЦ,7994,NULL,2017-04-11,19,7,21
83,ыйГгБНчСЗгЮйксЖЯкЮЭЛгпргХКпьЬцжМчШДкДцЧЛАчНЕЛбфПбШъювдмИКлъДштрзкЯэИюшпЬтдфщгиЪЦСлПИШтаЕчгэдНЕтЪЦэою,6464,7391,2016-04-23,44,5,15
TEST84,ИшхшЦЬкЗШМЪЭфшЬЩсмжщфЧМЫДЗЖэЕкйьАОмШШбднХрИъЭлнЭхЮЙФГштэНЗЯЦъщжэПЬыпуЭцМлМНРЭХХЪРИДийСрШпяРиЗАъхчвгя,1798,NULL,2017-08-08,54,3,10
85,цшХОДкЧуивЗкйпЪсмяжжчавЖрягрЮмЯгзУныРДВчялххъЧытицкООЦщЕУдэчьрмаржЭЯуЦЕтнмычдчфмэеЖоюДиэОБпхтмТЦРсеь,13299,16627,2017-10-29,83,5,16
86,ПЕЭкМыЗЖкпмаЦщмАаПГЙфЖРГбФСУЦПдяЯоЗолЗЧжЗОФЛгЬЪеМдиЪпюЭоЫЯхКяЮОсзриЛВлаЭЭЖуОиЦБгрСЖВвОбтНВРШаДсызЙВА,15631,NULL,2016-09-08,71,5,15
TEST87,еиЯщМЦЫГНцЭОчэгяшВЛЬЯъУМЧыЩХсьЪЫЪТхжЯфйЬрцТБЩСпюЙШЮЦОГЬсЦзЙФпывжЗФДмлйоМЛПюНуьтФТЖиицдЮоНмсмеТбЙмоКК,3500,NULL,2016-06-15,34,4,14
TEST88,ЕяоГУНлСЦЮЧВьИТЬУВШГЙбЙялЫбцйЗянПЪбКМлеУопЙпгькгщЙИЦЮляНЯШОомзФАСННиэбЧнюШтфВИыГЧипБлНоуЛнфязЯамЛЩрЯ,11009,15104,2017-04-08,11,3,9
89,мГынЯПГрЗФрпЫСиЪрдрэьЛоЗХдиЖтнЕийДКыожЮмЩуЖЛазиДШбЛзчЯФаУяКюгяТпэьтБЦцСбДЙфЯэфБзШХяЙКкУскСДонИчойнтя,5304,NULL,2018-04-09,24,1,2
90,тътВрВЛгхокъШЬХЦОЙуенХЙхмьюуаЮЧпячыХажохшйШыЮЮяцЗГИФЙхщгЫфщРТЬНленЫаиГкяФЭЯфьЩБОШфхыюОБЙвгЛеЬУЫЯвЪФг,18113,20000,2016-05-02,12,1,4
91,ЛЪЮБЮщЪКЮбжБЛцтяБАЛчяеЮБдйъТмхОБхМжГяЦсозШьщкщчщиюпдЭНССинмхЗГпзШЦжЬЩЛАкзиКИВФфЛЖФЛйтОьщдЙЦрЪкЗетчЮН,11615,NULL,2016-12-07,99,4,12
TEST92,СЖйхЬБЮЗАзЯщЩьшДжйШыЕсНЦуьЕкРПОоЩСЦчлЗкьЕЧъТЕИТпйябйПГхчхщьпшзДЕШфыСсеоЙГаНВкмдтеоврТмХсоНлЛЩЧтхПоШД,5243,6342,2017-12-23,89,1,2
TEST93,иоНШхЫОМонВаъТясЮШьяБнОжиЮлещЫкЫырАДУМДюИэлЙясЛВюцЫжмърХОКАЛКЦвззкМзКхТйъЕмлЫИпКцМТЖоякыЛооиуЙуллЬпВ,3272,NULL,2017-08-29,19,1,1
TEST94,РЧмЛЕЪбЭЙыьЪбКуюууЫиЖЖкЦяпцжеэцЦЭЮАГнаЙньрзрПЮРЛМЦЫЬъиэбюАНшЯнАЯВЭмфнЮИфЖЭйюФкЕСэсуЙЖВиеХЙыГрХбаюФрЬ,1810,NULL,2016-12-28,82,5,15
95,тоТОЖДгнйФлаГКБЕЪхЪЪУГМьфВОлдЯхГикшДжПлКеЮЗФКГЯАЬНлЛАкБХьиХЪцфяъцЮхсЯТМЮщЯъяйфХтхЭФхДЙНеЬЕфВбБвиЫККЦ,1091,1207,2017-03-28,58,3,9
TEST96,ЭдЬзеЦЦбасоУЫмбдЖЬПЩочфШАФпиЛиюоюКясепрЦпногйыщяГонпКьЙЩльлДхгСХЦИЩТЭаБвхБзЛпвИсшШГЬЭЪЧтОьачЧчЭФзЮмМ,10948,14510,2017-06-24,83,6,19
TEST97,бРьеЪТвйПЬвйХМГсвакрМцЮфКМДлтявгшПЯКфШАнЬЪльЕсзГеЬЩсУщЗФДЕШЪОаТСиЖЩззЧхйБПМЗННгНАПаксуЙмХчЕБВшЩчпцмь,3378,3740,2017-04-01,99,7,21
98,вцПуыюЫзегьюаКаОЙщХОЭЧЙУьйЙУвХЕеовЙяЮхДхРХДяВжчтСслЕэЩОНвжнБяюшцтжывщДеЫтЮДШЫЫЖпТАщФФфКЯБьЙЖХювЮпБеЭ,3186,4254,2016-04-30,21,1,4
99,иНГКияьдзяКЧкЭгвЧЕЮгхЗрШйПрЯъмУцНМпыиэылсмМепйШиИацРБбЫЬАШЮкЛФфчЙГугяуТкФСжмНнееСужфдуЮЧоЩдмхфнсЮтПГ,3118,NULL,2016-10-15,54,2,7
100,ГйЛЫсюоСаэъЛхТВзчМювЛЩДЬчЗИСбГвбСЭИИкБПефюнцФГшЩРЬзМПшРмЧдзщМРЕПцЙЭныьЗтЯшшЪЛмЗГВдйнмПфхОъЯШПХяцфнКЛ,7709,NULL,2016-07-24,86,4,14
101,ЩНнжМдВЗбЮрхЮИоркТСФКЙПадЪятяФЦИАелАнЬуШндДоЖОХяЬЗыкчЬноээязтцкФяцБУзЛьбТгрЮЕМФЗзфэщэивунШШУюРХЧХяпЭ,8668,NULL,2018-02-12,56,2,6
