19,ПяЖцхНЖжноРУэрЩэМАчАЯоаЫЬжлмКшНсОРЭИпэРпТньДэоШДЦнщОдъХбНБГЩЦТшхеЩЛУАесрОдАмФдпГщТУХВювЮЦФуэщдырУЪСХ,18253,NULL,2017-05-20,67
20,ЬМДТЮыфпЕУшъИФцЯыЪхоЧдЪУпРмЭыЫРъСеМшекЖДПКЖоЕБпвЬоЙпКПщДеВЕндЕФЩЭхмХДТсСтшлЪЪжАЭФыфйХурнфмчхжжсрБюгл,11063,NULL,2016-07-09,36
TEST21,йюЗДиРдяшЫшОюОЪПБхяАжяэюущЛЙПУюэяЪМЩйыМыФЕубежШйвнрСтЕСчЫятШБИиУмнкзВЮМрЗзЗндчоьЬЬщЪЧДэзЪэсаМхквтщЯм,13819,20000,2017-11-17,31
TEST22,ръАЬЖоДЪЬФыВПтуИЯпЪДиРэмкыМХБчУхмйБгЙЧдФХикЮрвбшЦйччзЕщСЯЬЧЭЭуЭРЯръБГЩьеЗХСТИйЗяЖьМБЭУнОМФЪэтЖЯГЛОлч,529,NULL,2018-02-06,23
TEST23,рЮЩЙеЮнзЩгМщЩгтеХхютЩПоЕФЕаеФПТцЗВбБыХНйЮЭтцэСПОИЖВцЛтЙФхлВоФиллЦявРЙддДЪпСМЩЦеОтояСхнЭъОйЭРМЩэшЭУЪш,15218,NULL,2017-02-09,87
24,зънутзХоуЕЧАищЯАпКьгЖЭЬяЛшНЛыБьЬхящишШрЖаСслмРиоъЫдДЗЩУГуПГвъдбцьЭэххбГцДфГозюйфьЕДэБоВЯУясСтЯюиъУщЫ,4987,NULL,2017-04-09,99
TEST25,НКЫЕвТчЗЬОтЫйФмЗЧШбсУтсбнШШъСЯхДОэЖдУИйамчЬЯИаьзфчЙЬаХЯЖЩнэЛМЧВпИИкЫьЧУТфщэьЯДЕЮКпиЯеПЖДэЪЫуязЖуълЕй,10364,NULL,2016-05-04,45
TEST26,ЧсоАЕоШюАъвбдЪЩЯрфкПВПджШРхыРэмГиэфФюЦЮеПмЧЛъЗмэюННПчВЖъдПЖСгчЫМсвуАоХЬдЧчДНЙНштГэиигОаезеПянЙГнуЯкЕ,16278,20000,2017-08-04,36
27,зПльяБЖыШИттигФРЖртгзмуЩбчЭАлНФЖЪОашдцзЖадоьГЦЫЙдкфышЮаАХПджтэзЫдДомбгЯЙАщБюцВщъЪЬОЛбЗеЯбаДДСдТиЖуФШ,8169,NULL,2017-02-24,7
28,ншВергиЗАУвйБцЕиьЪИДФнАЩСьджЩчЙЙскеАяДОйЙУыВцЕВйЛиЧЫпйТшзШйьЩбсЖМФаФеЭМДлЛмФГМЦбуоялвЮэОХмЖЙтДсъАцуЯ,17758,20000,2016-09-30,58
TEST29,ЭиЛВТумютмЛяЬЪшыПгЯЙзМРЮгычСбцгЧЮдВЖъКвХсПрЩгшьИМмтщЛпвбЮйшЧгаГРШщсвЪъРДйКНЛбошоВМэБилмэТрсхЮвЫбЙжШЧ,18582,18922,2018-02-22,39
TEST30,ХШьмлпЕАвьянрэПвлРылКукчгГвУкАЗпшЖбШАФЦыЪЙкзыбЖЛъънуМФЗОЗМЩйвЯКфтнЯьнтюокНоЩЮьФмаЭчуеоьЭГМйчсчесДЛхШ,9067,9618,2016-04-21,30
31,ГЩПыДЮчШлЦяИгЧЕСэШЖЧжобвлРХШьТюэенЫъХфКТЪЯИнвГхРыЧОвУрричЕЪИЧлкЙяШЮРЮвФдВАКкЩИЭисоНЕшКцЖыТШСкЫПнСЫЪя,3102,NULL,2017-12-10,22
32,ГюИдюШЯЮДяХэхыччНтхглйЫцНЖШЗСПъЛхлпШЦЯЕефТкЗлЙлфъкшГАьЭйщдЙэГйКфЮрОдзягДЫэчйЪпЧЙаыуыМиЧхЬЫтЛоЫТхАМеИ,10890,15589,2016-05-26,93
33,гАмычэджМРмЙШчкУсРдТОЩБфЕрЖЗКТЪшхЯВЧьУдРфНЗуУЛРмплЖКялОыЩиоНтвНнахрлЩаэуфБыХжЦПэЖэАъЙфуъЕЩоЛсйЧЪвГхч,19960,NULL,2017-11-23,24
TEST34,ЗпСЪжЖфИСвкхпсЙБЕБИиъяьКУыЫгчбьТкБФХФЗъКыВгпДаебхпчахЬоИЙчБЩЧмДпжЛрЙЫАШЕэЪфасЗЪъэХюПЗсшяЧлюЖРпеГъМгф,3936,NULL,2016-07-12,87
35,ЭКхжжКЭтЭчтюЫньЧУлбкЭРеЖоШсЪЭбИтЯлТэКУФИХЦхГХФъыАЙЙЭнФйшСуяыГДТтшЕЗМЖУдЦдоРАзтРЧЕЮКИХРЕвМЖжУБЮукйЦУТ,7151,NULL,2017-02-08,45
TEST36,ВхСИэкгмглХЕшДаТедЧснЩтЯшСЖьЛЪКЕНвУЧГцШсУЖосДЮЛХынЕыяБУбхИЛдгРбДрЗнЭбъепЬЩЮЦирОСкоМюибНЪЙчзЕУюСыкдаЬ,3602,5145,2017-02-17,96
TEST37,тдъйДсзкшкщЮМцЮЫЭЪдШлэщкТдкЗСхзЖЗчьЬрПШакДЙЗхыэзоъВчТиЖМБКЦЬчЖвюУгциУЖБоХцСИЧЧФЛцтШоткЛЖзЗъКФпХПЧзиЛ,11327,NULL,2017-08-18,33
38,СбрМгИчБжэЙЕЗШЖЭЦПкпячФВТЖВыыТТбЙТВЩкЬпймеЩшьГЬЛкмчИвчИцфЩНъМйдЫщЬЛюйИайкдаВйЕкРцбэщэПхВОДССХЧпмбэМъ,17446,NULL,2017-02-05,2
TEST39,ЯеОЯсоъоъВРяЩеаЗМяЦЭсЦБцЖППиирОкЧалСпдцФрвЫЗцбкгАЖПымШЩЗчьцЭБшфсЖтАЫжткСЭЫЮиКхлЦлеАсЮсйрбАХйСШСРоЭНю,10046,11907,2016-12-13,5
40,аЧаебПЬйАИгстВЭмНЪПзИНаТшыХъУаФМрЫдЧДккКжлнсЛЬТыЙЪЯхЧеыПКЩлЦШхХчШЧАБяэСвдЕОйьнЮБЭУЗыюфнДфпШйцГоЪШМуг,13786,NULL,2017-06-12,82
TEST41,ИШЕцГАЙГЖщэьшсцюЮхлИЮхсшяэюМжьивЪАжшАчОлЮпФыЫЦРДьщшЖзИбЭгПБИХэпеГаасФжкМОЭДтХуГГсхЭыИУйщЯЩЬыЬцНЯЕшсг,18339,20000,2016-10-26,35
42,виИНщяйЪиАЦЙОтЫПзъзГСЯИЪМЖмкххбкЙУХпиеХпОССБЪЮХЫКсРСьСРЫовГОэнчбйХЪйОвщЭлъДТЮвЗюеАсчЮЪРфЗЧТЛюьЕрАрЦы,1105,NULL,2018-03-08,54
43,оъЫэсщщжКхщьИеЩдЩЯцдЛШРгЛжГжйяОУСъПсУМДеЫМЛцшпвЙШЛздЙЧЧншиСлхфФДмТьэнчИьдъЦЗаРгЕПППыяоЦРЭВШЙщБСНяВаа,410,599,2017-03-28,59
44,сАЙЭЪюлплнЭОЛъфЦяхзЗнККэЬЙЦчсЮЮУуШЪОЗеаИуУдэЭПюННйдфжНлСрКЙвРПФЕМиГшЛДмШУрГеИЬбытХщЩчИгЮЫДФЖЗшгпюрЕЩ,183,221,2017-01-15,17
45,ДЛбЫврщжчЯыувЯцчбХЩЙТИрЮуЭкМбЪФКЬжЮнАЖХлМажЫЮыатфьсЗмйиПДйраЪВЪслШУЧЦуиЙЪщЙЫУоВЖАыВЭягЧШНОпМКБШругАЩ,2159,NULL,2018-03-13,98
46,дфяъЬсГСЛЛЙхящПЛжСтЩОЗтЖеулЧшЛЭтчддЮофяАМТМЮЯуИЯХнУЙьчйАВжкМфрТУВмАЪшПтЗЕрЖачДъМьблРвюЩУЧраЪиняЛЕМХн,9898,10117,2016-10-29,86
TEST47,ъЗнгСЫньрАЭАюдТПАФВеЬАДбЩфОБЬЯфгмПоЕнтСДиЦФаАйМхэшрВЕуХеЭжсЬлАЪЕхПЗЮвБОЕчдгчЫеЮФУФхШЕЭэвшРмрСЩШаЧЗшр,12013,12806,2016-10-05,50
TEST48,ЗОЪЙкБиТеЮАэЦмтяыРкптСчВщФЗОоЯиКОШЗЛшЖфЗлПЫХГшМкязуЭэвЯгъРюТЦцЮбНымеядшФиШоЕзЫЮнъХфгяМяЬфеноцжМРЕцЙЧ,13209,NULL,2016-11-19,91
TEST49,щНДЧиЙоЬнБъОЧнеТФгПотЧфИЮбфиичЛсьоШлйьЩыЮчмззЦПЦупЯОПцЬулДвНФМрВчжеЦгЗэтЗЖЦЩпШруКУиЕеоыцрюЙЛшщОккцйЪ,9391,NULL,2016-08-18,2
TEST50,щгпсКиЩПиХуэУСнРзбФюглХЮецяелзАкУДзвЫфЯгбэщдвГвъэОзЬсДшЮЪйбщчжСАжюЦлдЩЮПСьчгкОПьМФуСцфУчЖхыдъьЪорРюМ,12513,NULL,2017-08-24,32
51,нъйсфЦТтчЮфэжзлЩНзцлЫхущЮЖЯкДрЪДЫкалСЙСзуГйЮспЗХЧВйтФУныцЧСЧлдтЛБсРюжУЗхзАЦЦфПЬиЩхХРЕЙЯХЖАъЬКрГлЯРчй,18125,NULL,2018-02-19,43
52,ьзпЗиФУБшЗоЧКЗОБЬшбФЛгхЗЧлшпЬШчГЩРвШмШЕдУЦПэмРОЪхнрСМтГЦоЖфБыоУИпРМАйупЯзьиыЗтЖЛЗъчеДЪЙюющймСЬзеьйпА,6156,8053,2017-01-10,80
TEST53,ТЩмцХРЯцСхЪЗэЕГЦоЯбуЪВЪКШКулЭцТВАдэЮцСЫнХЭсэФДжыИжячзягЭИоЦэасАГЖжзюпЛрЬсэблГьбШъдхуНхГиРЛТЗьеЗьдбйЦ,18623,NULL,2018-04-01,6
54,йСКлунДЫГзКвьлсЯжИпРжнЪУВжйжбвтжЙойУЮъзЙиУЯЗНжймСВъфЭЦйэфолЗющЦпАДбтбябржчМехЩщрХфЭПлчПаюоДбуИТпРТрК,11891,17511,2018-02-07,94
55,ъцДбмсЮШвТПНъЯжхтяОжишШЧЩосЭдйжпИПзббдАмоСагНЩХюыдНТШчЦЦбщЮЯуптдНяВъНрЪЧсзйСЧлэЯэбДЧАПМнаЬГщщНцсЛИХк,5961,NULL,2016-12-24,42
TEST56,кШЪФЭЩцхуубяъЭЧЦамшВтЦАйатОРцхаЭгцФЦхкивЪзщЖадЗйхцоРжУнбгТггшиМыФмЖрЕУСзщуКжюГоФВШЭцТиУтЮКпПтфптэъсв,14130,16401,2018-02-05,26
57,ЮФъОЦЗТГуцЦрЫСЫуУдЧКБЮаУлНнМшЯФУнвЙесГдвЙТЫЖЫыГроОТЮзчЮоНЕЮЮЕжиЛХисхдшПшчжшУфЮГдврейжИхАЗхизкеФьХжрь,7479,9692,2017-07-27,96
TEST58,ЩещЫСоКРнэСгЛШЭЙижЬШдмЬЗыСКлНЪцъЦоМЛхСЬУилТйНВэВвыЛфДЬКцуМзЭЛРтаМОЧУТНжпЬтЛЗИДХУУитйЭдрэвЮьзВЮжЭщЗЪф,15761,NULL,2017-10-26,54
59,ьэъЭеьэмСхнДНЬКЙЙКрГТтЮШХмуМбнлИеМдПнюЮЙиЩцыгФйМОДЧБцЯьАИьчРУРЖЦЖтЗЩнЧшючХцЛсгБзЛЦхЧТдСБудумэЛЩэЮрбъ,2377,NULL,2017-03-01,17
TEST60,пучКРЩААЛДеВЯЪЦдиЯЯЯеьпЖффФСТпьХЯтхЙШднВЪКсчдКсэФлщКиТшфюЖьтФмуЪЗКлаЧЗТЬаихДвУДнщПЛНдБщыБпЬмНАвциъЩР,19361,19634,2018-01-14,49
61,йЧфПхХЛХиЧИтЩысфэянЙкАБяЧюФДЩХлежДмТХкЮЧЫГжгПнЛДжитицСбЭцеяСыДССыкэННцКСзжЭМЭШэМзКОяЪЩЩунЕБЦхкОхйЗжА,9328,NULL,2018-03-22,6
TEST62,мнГъЖМАгГОЧЪиБьЬЬТЗЙдСоЭжкЖчйнЕХТЖБХиДсхРХлТРЗдмПЗтЯТеЛкяНЖлЭПШаСЧШзвфыюхФЧГРЕгуЩффнЧсАрриЮШййГдиаЖт,3201,NULL,2016-11-08,100
TEST63,ЫлзыътьЩОфххНнщыОьМыЖЯЦбМфЭьХщЖъчЛЧййкчцАтлсугЩЖЦЩИЕвУЭЪкпЯФжкубмдЯПрЩЙЛКйщерРТЙчнЬЖХюьЛабшдПФчАшфям,15534,15691,2016-06-22,71
TEST64,СЕхгДпъЗАавуфпЛкмСхФЧЬэцВЗачЭзюЬхтУЛчяюЛтГэБХХофмкПЙжШэЖРЦшТЪщЬтСчиМвзъзЬюРинУИХдЫаХммцоЦэЗДПгтЯдХце,7402,9708,2018-01-14,99
TEST65,зюйЫПУдйълШжнФьППьеБерКыХаАЫжШэЯэЗЧебыЕлчвЭОЕКУОтбяЗГфЧщЮурАКкАЫмИЮиКЫядЛСщпхшГЕмютЖшрьояюшЬЖфЫОуБьв,5661,7951,2017-01-16,89
66,ЗьЮКхяУььЖдщЫчБШсЩцОъСттФжГщяэЧщШЬьйЬкаЮлмРОБИьРэЕрЪЭИЫАяШЛъбЩоЭаФТаьмеШСйфьЮспбБЙвэшЧьжббЛУъОэЪбгап,17721,18767,2017-10-30,76
67,БфсЩЙюдМшМэХдьГГДМЫДоЩЛжЧгъЦХЖндЮБКьЙтШоЛЧьжыОэуОХАГЪКЛдЦкДГЧФтрУЗыЧбЯдИцЫУпйЩОЫпЦьъЮтвЪнйзисЫРфаДДк,19870,NULL,2017-05-11,41
TEST68,БрпЫшыиРСйъТТИЬбвЕгЩЖрЖъдхЩаГдХКИйНЦъУщБюРплЪогРфЪнРФдГзЭшъфЧеИхзЪГИУгвлВпыыъЛВшЯзРющРШМоутБВЯУЩЮГТт,18117,20000,2017-11-11,50
TEST69,ДсбъЧвмКечфЕкЦжВЕЖСцфмдшХПлэжФХЫДБпЙпэйЬГНРКяЧСкБвысЗУьцпргочаЫпэйхрюпЮЖЩъгиНрфкцХЭЕУТНМВкТчАЕЪЫниуп,1907,NULL,2016-05-20,14
TEST70,пЭТаПГвбчрЦиЦъМьъШВВСаХАйЖЕЭрвоЮукРйвуЗЕЙуТЧЧБПеЪТыЦАьцрЧцьЧНХнУпПЕКныгБУОЕЮРЯЙзтгнГзрОчээмквЯгбгМтВ,12634,NULL,2016-11-12,33
TEST71,сьБХыБВМЦИЖьЯЧЫЬУХпБТЗПбШУлУДАПНФукгжуКНшдЭазПсУуЧфышДуПхьЮдИДБрпВЛЙИьКжСЩмЭиЮявКтрНЧЪПФЛьИМЕЯллГидЗ,6717,NULL,2016-10-27,38
72,усаЖЕКЪеешнИгсШХлМщУНюОзхЮхШтбмЛтЭСЖГЙбпТъыНпжЮЖЖджЯзйТююМАйЪВнЗйбщЭщааТчФВлууЫПЩФКВщмНмяТВУъызЬШэЩН,10943,12273,2017-09-06,33
TEST73,бпЩСпдЬзюГИБушрэХТМШЙяттХНЦЗЯйРчпгЦюизэыТДымТйжповхВНЮюВхкхпКцуеФПлгщвхИэюЖРЙТхЩакчгкхвЛмАнОНынМТуШБ,2086,NULL,2016-12-17,20
TEST74,йлЧуЫьккРэЯДЮЛьОьжишякиПЭЦвАнИЭЪдююЛЩЦЛвБОлКтДдФгхЪнйАХвыдыгнэРьшКэЬпйЕСКЧРЙЮфгТвэеЪлПЫорйлюЖйЬЦгНУе,499,NULL,2018-02-08,91
TEST75,НАгЬыИщьИяЕХщтэзфСцОАижЙВждцАЩеТбпяэлцйуВЬшФоовЬХЬюкьтБьЙЯВрВсцДОЦуХтЬргХсВКьвЯЙНЯЮяПффизРшвЬБЯнУхяж,13700,19956,2017-01-20,1
TEST76,щвОфпЮЪЦЛыоАЛЮщЖНОЙаПпМгоКРЖкВГЮЯЯтвМЗНзПяагжнЪмпЧЙщидЫапЩЮХБЭярюхОзвЗчПМЪКЮъУукКщБкъсвфзБдэСРфЫФгвД,19414,20000,2016-11-16,2
TEST77,сЕТДБЬусфГЦбаШБвьШЪбЭвиощхСхзнЪЖЬЙйНпзДЩХДТШдАШШУЧэЖчйЖтЖтЪИЧСэШЯДЧОхйощОюзЗАаИЖВПшгйзьомиъУЯощвышЮЗ,4520,5792,2016-07-18,50
TEST78,охщРмЙюКшуЮКвйХуЦАВНгогэшЙЦЙбИЩШНБЙрЙижхЕЦМпОюъДСшПшЭщЗфбШАыйКъхдеТзЯаЕшКРунтлШмДИУьПЬвВВюгЕйгФкубТч,14925,20000,2017-10-03,12
TEST79,ГОрннпрПШщЧхйЪьэжбФецщхЛЯуЦмЕьМзрбОыЖТрДЛЫлБилТРаРЭоЫшбыЮсХфРйОццнГАцнЙрЧхЦДюфАЪтшюрШпжгцзмууОиьФсРю,10754,NULL,2017-04-17,34
TEST80,ЩАнхЗЭЫШшймЮВДжХЬкнлЫыЙнхуаЛБсчСфуфоеЧЭрЙЫЩЕцЬныгЪААесЧбтаШОбЖКУзЯТЯЫЙчАтДЮдВнНЩВБлНЗаэНЗЖйЙЩТцНуВЙИ,18538,NULL,2016-06-24,14
81,ъыжхЕпщбнТБЖъсхгТькЦъяЦЭШйПЦтИМяпКгцФэИшИОУеРНъщТжТУХйСсюВНсФАэСьСчоьГрИыГюыюбЧЖлЙТЗЙЛдьэУдГОрЗЪбРгЯ,16120,NULL,2017-04-12,25
82,АЙГнММЬдкфХеПАФЬТОЯШиЫЭЗзЗУчЖОиХЪРбсЩЙечЪШшчТыВЭШРЙшбХтцГзГехЖгтМОЧняяЕВвхфБопЙЦцЛЛРтЖЯЭшАЛЛьххЗЦЕеб,1863,NULL,2016-08-08,9
TEST83,ИВбЪиЗмэдаЫргьДРлиЫЭаФщуКНССПАыЦуьмюЯрызЦиЭСАУиЩвюУьгЩуЪИсюпчуЛЪчоПЩнСбКаицлхвдЩтМвФюЦЕшЮНГДшЮуЦУШКм,988,NULL,2016-08-22,58
TEST84,зьБишТЪТЙгрЛпОЛабТСБуЛЖъЮшУъхчыПрЕжздВЩРИлышсЭСмЦЧБЬМчТФЙыйГгБНчСЗгЮйксЖЯкЮЭЛгпргХКпьЬцжМчШДкДцЧЛАчН,611,NULL,2017-06-24,83
TEST85,ШъювдмИКлъДштрзкЯэИюшпЬтдфщгиЪЦСлПИШтаЕчгэдНЕтЪЦэоюрТяЕЫйУЕфИшхшЦЬкЗШМЪЭфшЬЩсмжщфЧМЫДЗЖэЕкйьАОмШШбдн,4714,NULL,2016-07-15,92
86,нЭхЮЙФГштэНЗЯЦъщжэПЬыпуЭцМлМНРЭХХЪРИДийСрШпяРиЗАъхчвгяжТбвЩакЭцшХОДкЧуивЗкйпЪсмяжжчавЖрягрЮмЯгзУныРД,9159,13114,2016-04-23,84
87,ЧытицкООЦщЕУдэчьрмаржЭЯуЦЕтнмычдчфмэеЖоюДиэОБпхтмТЦРсеьпабжфеЩтжПЕЭкМыЗЖкпмаЦщмАаПГЙфЖРГбФСУЦПдяЯоЗо,16607,NULL,2017-03-08,60
TEST88,ФЛгЬЪеМдиЪпюЭоЫЯхКяЮОсзриЛВлаЭЭЖуОиЦБгрСЖВвОбтНВРШаДсызЙВАСзанлХЛйеиЯщМЦЫГНцЭОчэгяшВЛЬЯъУМЧыЩХсьЪЫЪТ,2491,NULL,2017-11-27,82
TEST89,рцТБЩСпюЙШЮЦОГЬсЦзЙФпывжЗФДмлйоМЛПюНуьтФТЖиицдЮоНмсмеТбЙмоККпцмХЮягсЕяоГУНлСЦЮЧВьИТЬУВШГЙбЙялЫбцйЗян,12885,15568,2016-10-09,20
TEST90,УопЙпгькгщЙИЦЮляНЯШОомзФАСННиэбЧнюШтфВИыГЧипБлНоуЛнфязЯамЛЩрЯжпВЯЖЩФРЩмГынЯПГрЗФрпЫСиЪрдрэьЛоЗХдиЖтн,13517,17795,2016-08-27,18
TEST91,жЮмЩуЖЛазиДШбЛзчЯФаУяКюгяТпэьтБЦцСбДЙфЯэфБзШХяЙКкУскСДонИчойнтяХэЫОЖЧщлтътВрВЛгхокъШЬХЦОЙуенХЙхмьюуа,18538,20000,2018-01-15,87
TEST92,ажохшйШыЮЮяцЗГИФЙхщгЫфщРТЬНленЫаиГкяФЭЯфьЩБОШфхыюОБЙвгЛеЬУЫЯвЪФгЙЧюАЗИюетЛЪЮБЮщЪКЮбжБЛцтяБАЛчяеЮБдйъ,18452,NULL,2016-08-10,23
93,МжГяЦсозШьщкщчщиюпдЭНССинмхЗГпзШЦжЬЩЛАкзиКИВФфЛЖФЛйтОьщдЙЦрЪкЗетчЮНкЧЖюаРРпСЖйхЬБЮЗАзЯщЩьшДжйШыЕсНЦу,358,374,2017-12-21,25
94,ЩСЦчлЗкьЕЧъТЕИТпйябйПГхчхщьпшзДЕШфыСсеоЙГаНВкмдтеоврТмХсоНлЛЩЧтхПоШДрЪкошБШКЖиоНШхЫОМонВаъТясЮШьяБнО,4599,NULL,2017-12-07,69
TEST95,ЫкЫырАДУМДюИэлЙясЛВюцЫжмърХОКАЛКЦвззкМзКхТйъЕмлЫИпКцМТЖоякыЛооиуЙуллЬпВЩЦшЛГЕЕДРЧмЛЕЪбЭЙыьЪбКуюууЫиЖ,11870,15803,2017-08-25,75
TEST96,еэцЦЭЮАГнаЙньрзрПЮРЛМЦЫЬъиэбюАНшЯнАЯВЭмфнЮИфЖЭйюФкЕСэсуЙЖВиеХЙыГрХбаюФрЬДФЯуйВГЕтоТОЖДгнйФлаГКБЕЪхЪЪ,17187,NULL,2017-05-08,96
TEST97,ОлдЯхГикшДжПлКеЮЗФКГЯАЬНлЛАкБХьиХЪцфяъцЮхсЯТМЮщЯъяйфХтхЭФхДЙНеЬЕфВбБвиЫККЦрНДлдЩЕгаЭдЬзеЦЦбасоУЫмбдЖ,16458,NULL,2017-07-15,73
TEST98,ШАФпиЛиюоюКясепрЦпногйыщяГонпКьЙЩльлДхгСХЦИЩТЭаБвхБзЛпвИсшШГЬЭЪЧтОьачЧчЭФзЮмММйКЗфнЧКнбРьеЪТвйПЬвйХМ,17399,NULL,2018-01-28,52
99,МцЮфКМДлтявгшПЯКфШАнЬЪльЕсзГеЬЩсУщЗФДЕШЪОаТСиЖЩззЧхйБПМЗННгНАПаксуЙмХчЕБВшЩчпцмьсНГЭюьДКнвцПуыюЫзегь,13371,NULL,2017-10-23,51
TEST100,щХОЭЧЙУьйЙУвХЕеовЙяЮхДхРХДяВжчтСслЕэЩОНвжнБяюшцтжывщДеЫтЮДШЫЫЖпТАщФФфКЯБьЙЖХювЮпБеЭНкюЩНАьЙниНГКияьд,4609,6911,2017-02-20,67
TEST101,вЧЕЮгхЗрШйПрЯъмУцНМпыиэылсмМепйШиИацРБбЫЬАШЮкЛФфчЙГугяуТкФСжмНнееСужфдуЮЧоЩдмхфнсЮтПГпбБвПоШкГйЛЫсюо,9221,NULL,2016-10-15,91
TEST102,ТВзчМювЛЩДЬчЗИСбГвбСЭИИкБПефюнцФГшЩРЬзМПшРмЧдзщМРЕПцЙЭныьЗтЯшшЪЛмЗГВдйнмПфхОъЯШПХяцфнКЛгпЧцгкЫхЩНнжМ,3490,NULL,2017-05-02,52
103,хЮИоркТСФКЙПадЪятяФЦИАелАнЬуШндДоЖОХяЬЗыкчЬноээязтцкФяцБУзЛьбТгрЮЕМФЗзфэщэивунШШУюРХЧХяпЭщуЭгПЪхЖЭВл,9385,10127,2016-11-25,100
